"","Data is public domain from US government.","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20"
"1","Compiled by combining information from files at: http://gsociology.icaap.org/dataupload.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Country","Region","Population","Area","Pop. Density","Coastline","Net migration","Infant mortality","GDP","Literacy","Phones","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service"
"4",NA,NA,NA,"sq. mi.","per sq. mi.","coast/area ratio",NA,"per 1000 births","$ per capita","%","per 1000","%","%","%",NA,NA,NA,NA,NA,NA
"92","Guinea-Bissau","SUB-SAHARAN AFRICA","1442029","36120","39.920000000000002","0.96999999999999997","-1.5700000000000001","107.17","800","42.399999999999999","7.3499999999999996","10.67","8.8200000000000003","80.510000000000005","2","37.219999999999999","16.530000000000001","0.62","0.12","0.26000000000000001"
"93","Guyana","LATIN AMER. & CARIB","767245","214970","3.5699999999999998","0.20999999999999999","-2.0699999999999998","33.259999999999998","4000","98.799999999999997","143.5","2.4399999999999999","0.14999999999999999","97.409999999999997","2","18.280000000000001","8.2799999999999994","0.37","0.20300000000000001","0.42699999999999999"
"94","Haiti","LATIN AMER. & CARIB","8308504","27750","299.41000000000003","6.3799999999999999","-3.3999999999999999","73.450000000000003","1600","52.899999999999999","16.850000000000001","28.300000000000001","11.609999999999999","60.090000000000003","2","36.439999999999998","12.17","0.28000000000000003","0.20000000000000001","0.52000000000000002"
"95","Honduras","LATIN AMER. & CARIB","7326496","112090","65.359999999999999","0.72999999999999998","-1.99","29.32","2600","76.200000000000003","67.480000000000004","9.5500000000000007","3.2200000000000002","87.230000000000004","2","28.239999999999998","5.2800000000000002","0.13900000000000001","0.312","0.54900000000000004"
"96","Hong Kong","ASIA (EX. NEAR EAST)","6940432","1092","6355.71","67.120000000000005","5.2400000000000002","2.9700000000000002","28800","93.5","546.74000000000001","5.0499999999999998","1.01","93.939999999999998","2","7.29","6.29","0.001","0.091999999999999998","0.90600000000000003"
"97","Hungary","EASTERN EUROPE","9981334","93030","107.29000000000001","0","0.85999999999999999","8.5700000000000003","13900","99.400000000000006","336.23000000000002","50.090000000000003","2.0600000000000001","47.850000000000001","3","9.7200000000000006","13.109999999999999","0.036999999999999998","0.312","0.65100000000000002"
"98","Iceland","WESTERN EUROPE","299388","103000","2.9100000000000001","4.8300000000000001","2.3799999999999999","3.3100000000000001","30900","99.900000000000006","647.64999999999998","0.070000000000000007","0","99.930000000000007","3","13.640000000000001","6.7199999999999998","0.085999999999999993","0.14999999999999999","0.76500000000000001"
"99","India","ASIA (EX. NEAR EAST)","1095351995","3287590","333.18000000000001","0.20999999999999999","-0.070000000000000007","56.289999999999999","2900","59.5","45.420000000000002","54.399999999999999","2.7400000000000002","42.859999999999999","2.5","22.010000000000002","8.1799999999999997","0.186","0.27600000000000002","0.53800000000000003"
"100","Indonesia","ASIA (EX. NEAR EAST)","245452739","1919440","127.88","2.8500000000000001","0","35.600000000000001","3200","87.900000000000006","52.030000000000001","11.32","7.2300000000000004","81.450000000000003","2","20.34","6.25","0.13400000000000001","0.45800000000000002","0.40799999999999997"
"101","Iran","ASIA (EX. NEAR EAST)","68688433","1648000","41.68","0.14999999999999999","-0.83999999999999997","41.579999999999998","7000","79.400000000000006","276.41000000000003","8.7200000000000006","1.3899999999999999","89.890000000000001","1","17","5.5499999999999998","0.11600000000000001","0.42399999999999999","0.46000000000000002"
"102","Iraq","NEAR EAST","26783383","437072","61.280000000000001","0.01","0","50.25","1500","40.399999999999999","38.609999999999999","13.15","0.78000000000000003","86.069999999999993","1","31.98","5.3700000000000001","0.072999999999999995","0.66600000000000004","0.26100000000000001"
